s_p_number_address,s_p_port_address_Masked,s_p_equipment_number,s_p_location_address_Masked,o_p_number_address,o_p_number_type_of_number,call_type,start_time_stamp,service_code,duration_volume,xfile_charge_amount,in_account_before_call_amount,in_account_after_call_amount,package_id,purchasment_flag,xfile_ind,actual_volume,bd_ingestion_timestamp,usage_counter_01_id,usage_counter_01_before,usage_counter_01_delta,usage_counter_02_id,usage_counter_02_before,usage_counter_02_delta,usage_counter_03_id,usage_counter_03_before,usage_counter_03_delta,usage_counter_04_id,usage_counter_04_before,usage_counter_04_delta,usage_counter_05_id,usage_counter_05_before,usage_counter_05_delta,usage_accum_id_01,usage_accum_before_01,usage_accum_delta_01,usage_accum_id_02,usage_accum_before_02,usage_accum_delta_02,usage_accum_id_03,usage_accum_before_03,usage_accum_delta_03,usage_accum_id_04,usage_accum_before_04,usage_accum_delta_04,usage_accum_id_05,usage_accum_before_05,usage_accum_delta_05,usage_dedicated_01_id,usage_dedicated_01_volume,usage_dedicated_01_before,usage_dedicated_01_delta,usage_dedicated_01_unit,usage_dedicated_02_id,usage_dedicated_02_volume,usage_dedicated_02_before,usage_dedicated_02_delta,usage_dedicated_02_unit,usage_dedicated_03_id,usage_dedicated_03_volume,usage_dedicated_03_before,usage_dedicated_03_delta,usage_dedicated_03_unit,usage_dedicated_04_id,usage_dedicated_04_volume,usage_dedicated_04_before,usage_dedicated_04_delta,usage_dedicated_04_unit,usage_dedicated_05_id,usage_dedicated_05_volume,usage_dedicated_05_before,usage_dedicated_05_delta,usage_dedicated_05_unit,usage_dedicated_06_id,usage_dedicated_06_volume,usage_dedicated_06_before,usage_dedicated_06_delta,usage_dedicated_06_unit,usage_dedicated_07_id,usage_dedicated_07_volume,usage_dedicated_07_before,usage_dedicated_07_delta,usage_dedicated_07_unit,usage_dedicated_08_id,usage_dedicated_08_volume,usage_dedicated_08_before,usage_dedicated_08_delta,usage_dedicated_08_unit,usage_dedicated_09_id,usage_dedicated_09_volume,usage_dedicated_09_before,usage_dedicated_09_delta,usage_dedicated_09_unit,usage_dedicated_10_id,usage_dedicated_10_volume,usage_dedicated_10_before,usage_dedicated_10_delta,usage_dedicated_10_unit,content_category,content_description,content_product_category,content_sub_category,partition_transaction_date
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc94,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0.12,0.12,10001,0,H,18484,7/27/2021 15:12,10001,49356800,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/26/2021
L0KukaCxIf6WfOynXo4h7Q==,P9,WdKDP9j4mOqY6se2vD2G1g==,Loc40,CV1dKxQUp+rZ1hnFKcVzJA==,1,2,2.02107E+13,1,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021 3:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/9/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc41,MNmIfjWuuWpgDh98cWan0Q==,1,2,2.02107E+13,1,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/27/2021 15:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/26/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,fA06SjPQZdubPot5GrK7yz2BTTdRfSNSs32oOr5QED4=,Loc14,internet.vodafone.net,1,12,2.02107E+13,141,18815,0,7.538,7.538,6023,0,H,150539292,7/4/2021 4:23,6023,512000,150630400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/2/2021
foQv8xTsE7ZIv6Fj1MP+yg==,P2,pmQwiBXgQHDCrEHonDp75Q==,Loc95,YZEFp41Q7Z9lvikjN8MZWA==,1,2,2.02107E+13,1,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/18/2021 4:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/17/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,4829067,7/14/2021 4:00,10001,138137600,4915200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/12/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0.15,0.15,10001,0,H,26334,7/27/2021 15:12,10001,45977600,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/26/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.039,0.15,0.15,25521,0,H,64513,7/27/2021 15:12,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,102400,254.531,0.039,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/26/2021
IaeDjuODU21rvFA355yU9A==,P7,FExIyyTz5Mn8b6fe/QnTbw==,Loc100,eNWMSz5uYfA8knt8y8WTIQ==,1,2,2.02107E+13,1,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/28/2021 7:29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/27/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.059,0.15,0.15,25520,0,H,297710,7/27/2021 15:12,2544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,307200,254.492,0.059,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/26/2021
L0KukaCxIf6WfOynXo4h7Q==,P9,WdKDP9j4mOqY6se2vD2G1g==,Loc40,FyMQSVLrwQYnxqej4xfDHA==,1,1,2.02107E+13,1,359,1.14,1.298,0.158,NULL,NULL,NULL,NULL,7/10/2021 3:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/9/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,Tg98ED0OKSyfcZymJlsEbQ==,Loc24,FACEBOOK,1,2,2.02107E+13,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/13/2021 3:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/12/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.01,0,0,8536,0,H,24738,7/11/2021 3:57,10016,NULL,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,102400,77.826,0.01,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.02,0,0,8536,0,H,8361,7/11/2021 3:57,233,434585600,102400,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,102400,77.845,0.02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc5,4qMKdLHNox4S3iMC1uzDAg==,1,1,2.02107E+13,1,22,0.2,0,0,NULL,NULL,NULL,NULL,7/20/2021 4:54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,60,31.514,0.2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/18/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc101,FYZzCyha3f/eWJ1OPkywow==,1,1,2.02107E+13,1,0,0,0,0,NULL,NULL,NULL,NULL,7/9/2021 3:48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,P4,b/vXphh8PzTrOSx+rwSvTA==,Loc102,zk1U6E/RKyfkamhj5N/b0g==,1,1,2.02107E+13,1,352,1.2,0.006,0.006,NULL,NULL,NULL,NULL,7/11/2021 3:57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,360,67.809,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/10/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,36519,7/14/2021 4:00,10001,134553600,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/12/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.02,0,0,8536,0,H,9871,7/14/2021 4:00,233,497868800,102400,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,102400,50.777,0.02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/12/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc25,internet.vodafone.net,1,12,2.02107E+13,141,0,0.02,0,0,8536,0,H,11966,7/15/2021 4:03,233,637747200,102400,668,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,102400,16.153,0.02,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/13/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc63,E+5Ilj3fSobYkjKgZ95sGg==,1,2,2.02107E+13,1,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/4/2021 4:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/3/2021
foQv8xTsE7ZIv6Fj1MP+yg==,P2,JO7k/SBBDt9WKegbYBvF1z2BTTdRfSNSs32oOr5QED4=,Loc2,internet.vodafone.net,NULL,12,2.02107E+13,141,0,NULL,NULL,NULL,6172,0,NULL,10240,7/27/2021 15:12,317,NULL,10240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/26/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc103,4qMKdLHNox4S3iMC1uzDAg==,1,1,2.02107E+13,1,87,0.4,0,0,NULL,NULL,NULL,NULL,7/24/2021 3:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121,120,10.787,0.4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/23/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,fA06SjPQZdubPot5GrK7yz2BTTdRfSNSs32oOr5QED4=,Loc104,internet.vodafone.net,1,12,2.02107E+13,141,24,13.525,19.216,5.69,231000010,0,H,28394837,7/22/2021 4:01,507,31293440,28364800,6747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/21/2021
Qnig2waEGtW6FmPUq8bE1w==,P5,fA06SjPQZdubPot5GrK7yz2BTTdRfSNSs32oOr5QED4=,Loc14,internet.vodafone.net,1,12,2.02107E+13,141,14276,0,7.538,7.538,6023,0,H,151795820,7/3/2021 3:39,6023,3276800,151756800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/1/2021
1E/lRM+T4lTB/971N/fB4w==,P1,2oqWMjHf0V26RjkUrp87Gw==,Loc45,kc4giMtOIbbgr6RVdqBGdQ==,1,2,2.02107E+13,1,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/7/2021 3:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/6/2021
/G+KCURIm0S20VgnABOL9Q==,P3,uSJ1Nb0hJ03M1tfLE4/RkT2BTTdRfSNSs32oOr5QED4=,Loc3,internet.vodafone.net,1,12,2.02107E+13,141,0,0,0,0,10001,0,H,18250,7/14/2021 4:00,10001,144076800,102400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7/12/2021
