subscriber_number,dr_id,transaction_timestamp,transaction_type,transaction_code,transaction_amount,origin_operator_id,service_class,account_flag_before,account_flag_after,account_group_id,dedicated_account_id,dedicated_account_amount,ada_account_expiry_date_after,product_id,package_id,origin_transaction_id_for_ovi_store,origin_operator_id_for_ovi_store,origin_host_name,lifecycle,promo_indicator,ci_channel_id,file_type,debit_amount,balance_after_deduction,success_code,bd_ingestion_timestamp,partition_transaction_date
Qnig2waEGtW6FmPUq8bE1w==,1.69E+37,20210703 21:28:27,DEB,EXPRIED,NULL,EXT,719,NULL,NULL,0,56,-75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
1E/lRM+T4lTB/971N/fB4w==,1.82E+37,20210715 00:45:30,DEB,EXPRIED,NULL,SDP,419,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210709 00:44:11,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210705 00:35:55,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,519170,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210714 00:34:31,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,338936,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210718 00:35:13,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,418995,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210710 00:01:29,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210703 21:15:20,DEB,FLEXEXTRA3LEADDON,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210720 00:34:37,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,327117,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210703 00:34:49,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,364587,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
/G+KCURIm0S20VgnABOL9Q==,3.66E+37,20210722 10:47:15,DEB,EXPRIED,NULL,EXT,454,NULL,NULL,0,139,0,20210817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210725 00:18:06,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210720 00:43:34,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,455644,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210722 00:34:46,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210721 00:30:32,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210704 11:52:39,DEB,D-R-MASS-GIFTFEES,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/5/2021 1:22,7/4/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210718 20:35:58,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/19/2021 1:38,7/18/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210712 00:34:30,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,339312,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210720 00:34:37,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,327117,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210725 00:35:19,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421063,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210716 00:11:37,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210717 00:34:37,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,335547,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210723 10:28:21,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210723 17:39:59,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
IaeDjuODU21rvFA355yU9A==,NULL,20210721 00:12:48,NULL,NULL,NULL,CAI5SDP59A,455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210725 10:02:34,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/26/2021 1:28,7/25/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210710 00:34:50,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,363719,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210715 00:35:11,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,423035,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/16/2021 4:31,7/15/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210730 00:08:16,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210719 00:34:33,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,329117,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210731 18:04:46,DEB,D-BUYWIN-UNITSGIFT,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210729 21:19:35,DEB,MARED-7-FLEX-DIR,-7,EXT,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,1.01E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210728 00:43:22,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210708 00:35:35,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,458575,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,4.25E+37,20210707 20:45:36,DEB,MIKE3ALNOTA,NULL,NULL,1453,NULL,NULL,0,48,-0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_bonusadjust,NULL,NULL,NULL,7/8/2021 1:12,7/7/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210719 00:04:40,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:33:46,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:34:47,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210711 00:32:18,STAMPTXADJ,DEB,0,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,3.35,0,4,7/12/2021 1:14,7/11/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210711 10:30:46,STAMPTXADJ,DEB,-0.005898,NULL,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_serv_fees,0.664102,0,9,7/12/2021 1:14,7/11/2021
mNhndwGP5ywX5Z78rRkmzg==,4.44E+37,20210703 22:50:31,DEB,MIKE3ALNOTA,NULL,NULL,1453,NULL,NULL,0,48,-0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_bonusadjust,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210702 00:34:44,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,358872,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210731 15:45:56,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
L0KukaCxIf6WfOynXo4h7Q==,2.11E+36,20210710 00:34:50,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,0,NULL,NULL,NULL,363719,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/11/2021 1:00,7/10/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210719 00:43:11,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,461548,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/20/2021 1:18,7/19/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210726 20:29:17,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210730 00:15:51,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/30/2021 23:59,7/30/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210726 20:05:50,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210726 20:42:02,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210717 00:24:12,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/18/2021 1:21,7/17/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210714 00:18:38,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/15/2021 1:20,7/14/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210727 00:34:39,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210722 00:19:40,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210728 00:00:44,NULL,NULL,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/29/2021 13:27,7/28/2021
L0KukaCxIf6WfOynXo4h7Q==,2.69E+37,20210731 00:43:12,DEB,EXPRIED,NULL,SDP,454,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210708 06:54:50,DEB,D-365-FLEX-GIFT1,-0.75,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/9/2021 1:08,7/8/2021
mNhndwGP5ywX5Z78rRkmzg==,1.65E+37,20210729 00:45:22,DEB,EXPRIED,NULL,SDP,1453,NULL,NULL,0,122,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/30/2021 12:19,7/29/2021
/G+KCURIm0S20VgnABOL9Q==,2.02E+36,20210722 10:47:15,CRE,SPROM21-GRANT-GIFTE,NULL,EXT,454,NULL,NULL,134217728,139,300,20210817,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210731 00:26:27,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,8/1/2021 0:06,7/31/2021
1E/lRM+T4lTB/971N/fB4w==,NULL,20210727 00:01:17,NULL,NULL,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/28/2021 19:28,7/27/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210720 00:31:57,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/21/2021 1:23,7/20/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210702 00:35:26,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,446990,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/3/2021 1:14,7/2/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210712 00:40:29,DEB,CLR-DA-NOBAL-EXPIRE,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/13/2021 1:09,7/12/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210716 18:19:20,DEB,ECOFEES,-0.01,Unknown,454,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210703 16:04:53,DEB,FLEXEXTRA3LEADDON,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
/G+KCURIm0S20VgnABOL9Q==,2.11E+36,20210703 21:15:20,CRE,FLEXEXTRA3LEGRAADON,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,32,12,20210722,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
mNhndwGP5ywX5Z78rRkmzg==,NULL,20210705 20:31:30,DEB,ECOFEES,-0.01,Unknown,1453,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/6/2021 2:38,7/5/2021
C9qe2ud+VXX2sU+e6U55Ew==,2.11E+36,20210703 00:16:37,DEB,7ARAKAT-DAY-1-CLR,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,9,0,NULL,NULL,NULL,2.02E+34,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/4/2021 1:23,7/3/2021
IaeDjuODU21rvFA355yU9A==,2.11E+36,20210721 00:12:48,DEB,SET-DA-0-NOBAL-FLAG,NULL,CAI5SDP59A,455,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+32,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
1E/lRM+T4lTB/971N/fB4w==,2.11E+36,20210726 00:35:58,DEB,SET-DA-0-NOBAL-FLAG,NULL,ZHR-SDP-88A,419,NULL,NULL,NULL,32,0,NULL,NULL,NULL,511471,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/27/2021 2:58,7/26/2021
mNhndwGP5ywX5Z78rRkmzg==,2.11E+36,20210723 00:25:29,DEB,CLR-DA-NOBAL-EXPIRE,NULL,ZHR-SDP-80A,1453,NULL,NULL,NULL,32,0,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,ppas_dedicated_accounts,NULL,NULL,NULL,7/24/2021 1:20,7/23/2021
Qnig2waEGtW6FmPUq8bE1w==,NULL,20210709 11:02:49,DEB,D-R-MASS-GIFTFEES,0,EXT,719,0,0,0,NULL,NULL,NULL,NULL,NULL,1.10E+26,NULL,CI2,NULL,NULL,NULL,med_adjustments_ppas_air,NULL,NULL,NULL,7/10/2021 1:11,7/9/2021
C9qe2ud+VXX2sU+e6U55Ew==,NULL,20210721 00:17:38,NULL,NULL,NULL,RMD-SDP-83A,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02E+33,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/22/2021 1:16,7/21/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 17:49:14,DEB,ECOFEES,-0.01,Unknown,454,0,0,134217728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_eon,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
L0KukaCxIf6WfOynXo4h7Q==,NULL,20210716 00:34:34,NULL,NULL,NULL,ZHR-SDP-79A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332796,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/17/2021 1:21,7/16/2021
/G+KCURIm0S20VgnABOL9Q==,NULL,20210722 10:47:15,DEB,SPROM21-MB-GIFTE,NULL,CAI5-SDP-105A,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09E+26,NULL,NULL,NULL,NULL,NULL,med_adjustments_ppas_sdp_pam,NULL,NULL,NULL,7/23/2021 1:17,7/22/2021
